"Date","Amount","Category","Vendor","Customer"
"2026-01-01","20259","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-21","44837","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-17","27982","Rent","Azure Utilities","Public Sector Dept"
"2026-01-10","14013","Inventory","TechLogistics Corp","Retail Giant A"
"2026-01-18","36410","Inventory","TechLogistics Corp","Direct Consumer"
"2026-03-19","13892","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-24","16063","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-21","49769","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-03-17","15895","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-20","37588","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-07","46371","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-27","20223","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-03-18","48148","Rent","Prime Consulting","Direct Consumer"
"2026-02-10","33788","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-03","26615","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-18","1048","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-10","43903","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-07","41578","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-04","14481","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-16","34056","Rent","Azure Utilities","Direct Consumer"
"2026-02-02","45303","Rent","Azure Utilities","SmallBiz Inc"
"2026-03-07","40697","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-22","40496","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-27","16018","Rent","Global Office Ltd","SmallBiz Inc"
"2026-01-18","33655","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-14","30877","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-15","7126","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-26","11328","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-03-27","33703","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-31","33044","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-21","43097","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-05","3324","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-02","12316","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-18","46794","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-07","20225","Inventory","Global Office Ltd","Direct Consumer"
"2026-02-27","42758","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-01-30","7919","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-07","26510","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-20","5495","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-20","38471","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-09","46877","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-17","21240","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-02","15850","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-15","14549","Professional Fees","Azure Utilities","Direct Consumer"
"2026-01-25","36607","Inventory","Prime Consulting","Retail Giant A"
"2026-02-07","47390","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-13","1805","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-13","12327","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-02","33595","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-02","32485","Tax Provision","Azure Utilities","Direct Consumer"
"2026-02-02","14357","Rent","Azure Utilities","Public Sector Dept"
"2026-01-08","7533","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-22","28997","Rent","Azure Utilities","Retail Giant A"
"2026-01-18","5841","Rent","Prime Consulting","Public Sector Dept"
"2026-02-06","21353","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-10","26368","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-30","14670","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-11","48961","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-22","37597","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-12","6082","Rent","Azure Utilities","Public Sector Dept"
"2026-02-22","18155","Rent","TechLogistics Corp","Public Sector Dept"
"2026-02-24","31365","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-30","3579","Rent","Azure Utilities","SmallBiz Inc"
"2026-02-12","44444","Tax Provision","Prime Consulting","Retail Giant A"
"2026-03-23","47189","Tax Provision","Prime Consulting","Direct Consumer"
"2026-02-09","39196","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-19","27649","Rent","TechLogistics Corp","Public Sector Dept"
"2026-01-19","44058","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-11","7641","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-02","43323","Inventory","TechLogistics Corp","Retail Giant A"
"2026-01-05","11464","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-12","44974","Inventory","Prime Consulting","Retail Giant A"
"2026-01-06","1343","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-27","41104","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-02-09","10063","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-23","35216","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-21","43507","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-10","49689","Rent","Azure Utilities","SmallBiz Inc"
"2026-03-12","47431","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-27","29046","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-03","36166","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-11","27352","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-02-17","40441","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-06","13968","Rent","Global Office Ltd","SmallBiz Inc"
"2026-01-13","37415","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-29","9095","Rent","Prime Consulting","Direct Consumer"
"2026-02-14","39957","Rent","Azure Utilities","Public Sector Dept"
"2026-03-27","5963","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-26","40220","Rent","Global Office Ltd","Direct Consumer"
"2026-03-02","25791","Inventory","Azure Utilities","Direct Consumer"
"2026-03-14","31118","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-12","36150","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-17","5965","Rent","Prime Consulting","Public Sector Dept"
"2026-02-11","40985","Rent","Global Office Ltd","SmallBiz Inc"
"2026-03-16","28719","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-27","22913","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-23","41022","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-03-11","38773","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-23","24697","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-01","17206","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-20","1614","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-20","40072","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-06","48156","Rent","Prime Consulting","Direct Consumer"
"2026-02-16","7491","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-12","17628","Tax Provision","Prime Consulting","Direct Consumer"
"2026-02-02","2649","Inventory","Azure Utilities","Direct Consumer"
"2026-02-05","6519","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-07","39633","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-14","49575","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-03","39289","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-22","31923","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-14","16658","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-03-07","46843","Rent","TechLogistics Corp","Public Sector Dept"
"2026-03-28","30349","Rent","Prime Consulting","Direct Consumer"
"2026-02-07","3906","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-08","18012","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-12","16012","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-16","36503","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-13","4765","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-19","33461","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-07","48296","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-26","10759","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-13","44763","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-29","25196","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-17","4171","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-30","37326","Rent","Prime Consulting","Public Sector Dept"
"2026-02-24","35136","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-03-05","22961","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-19","9059","Inventory","TechLogistics Corp","Direct Consumer"
"2026-03-16","13863","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-05","26232","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-07","12744","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-16","24141","Rent","TechLogistics Corp","Retail Giant A"
"2026-03-12","31560","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-12","37041","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-26","31458","Rent","Azure Utilities","Direct Consumer"
"2026-03-14","46952","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-24","33281","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-30","27309","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-20","12843","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-15","28619","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-02-17","38489","Rent","Prime Consulting","Retail Giant A"
"2026-03-10","37802","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-30","11366","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-12","16403","Rent","Prime Consulting","Retail Giant A"
"2026-03-27","14574","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-15","10015","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-11","23270","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-22","28189","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-28","15467","Rent","Azure Utilities","Direct Consumer"
"2026-01-11","22537","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-28","20761","Rent","Azure Utilities","SmallBiz Inc"
"2026-02-15","42561","Rent","TechLogistics Corp","Direct Consumer"
"2026-02-21","28044","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-08","26034","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-01-15","18815","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-01-13","31911","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-18","7061","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-26","21904","Tax Provision","Prime Consulting","Direct Consumer"
"2026-02-04","42055","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-26","35750","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-18","10494","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-17","30737","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-07","24588","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-02-04","40223","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-05","5116","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-14","12005","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-10","15467","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-31","31082","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-17","6195","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-22","2037","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-25","42680","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-17","30123","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-16","41255","Inventory","Azure Utilities","Public Sector Dept"
"2026-02-25","43861","Rent","Azure Utilities","Retail Giant A"
"2026-03-12","20928","Rent","Prime Consulting","Retail Giant A"
"2026-02-13","30686","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-23","42081","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-29","5937","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-25","29110","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-06","48343","Inventory","Prime Consulting","Direct Consumer"
"2026-01-21","38152","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-11","47558","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-25","25461","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-23","7600","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-02","20072","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-16","31209","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-18","39531","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-24","24049","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-12","45878","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-03-04","27790","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-27","1240","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-18","24060","Inventory","Azure Utilities","Direct Consumer"
"2026-02-28","38443","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-05","34845","Inventory","Azure Utilities","Retail Giant A"
"2026-02-25","47411","Professional Fees","Azure Utilities","Direct Consumer"
"2026-01-16","29959","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-27","9443","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-03-06","44985","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-30","23081","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-18","27078","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-12","20018","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-12","8726","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-01-08","47087","Inventory","Prime Consulting","SmallBiz Inc"
"2026-02-18","14843","Rent","Azure Utilities","Retail Giant A"
"2026-03-22","17469","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-04","43243","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-17","37202","Rent","Global Office Ltd","SmallBiz Inc"
"2026-03-03","18810","Rent","Prime Consulting","Public Sector Dept"
"2026-01-07","25687","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-26","4959","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-24","19974","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-19","36301","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-07","7417","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-05","49373","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-27","16162","Rent","Azure Utilities","Retail Giant A"
"2026-02-22","19486","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-06","13273","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-15","44853","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-13","39605","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-02-09","37204","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-26","32568","Rent","TechLogistics Corp","Retail Giant A"
"2026-02-21","9411","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-12","3062","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-19","49950","Rent","Azure Utilities","SmallBiz Inc"
"2026-03-25","44448","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-24","7787","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-24","40461","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-23","25747","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-27","25505","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-05","42537","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-01","30536","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-17","9146","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-05","46775","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-09","36744","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-01-06","17014","Rent","Prime Consulting","Public Sector Dept"
"2026-02-22","31945","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-19","30012","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-08","1789","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-14","7073","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-01-26","42949","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-21","46376","Rent","Global Office Ltd","Retail Giant A"
"2026-03-15","11820","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-03-06","5646","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-24","36050","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-22","9428","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-23","31949","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-02","2352","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-27","12165","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-11","3027","Rent","Azure Utilities","Direct Consumer"
"2026-01-09","21101","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-01-06","14322","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-24","40507","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-02","18374","Tax Provision","Prime Consulting","Direct Consumer"
"2026-02-13","12242","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-04","41324","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-22","49034","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-14","47144","Rent","Azure Utilities","Direct Consumer"
"2026-01-26","27392","Rent","Prime Consulting","SmallBiz Inc"
"2026-01-21","26600","Rent","Global Office Ltd","Retail Giant A"
"2026-01-27","44534","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-10","30938","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-19","10719","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-12","45505","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-01-19","36001","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-14","34877","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-23","21490","Rent","Prime Consulting","Public Sector Dept"
"2026-03-07","47889","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-01","31294","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-09","31614","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-25","10828","Inventory","Azure Utilities","Direct Consumer"
"2026-02-01","9422","Rent","Global Office Ltd","Public Sector Dept"
"2026-01-27","33608","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-22","41856","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-05","15250","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-09","39948","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-10","30901","Rent","Global Office Ltd","Direct Consumer"
"2026-01-01","7246","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-02","38186","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-11","17638","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-19","10796","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-31","49739","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-15","15086","Rent","Global Office Ltd","Retail Giant A"
"2026-03-31","13985","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-19","26910","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-25","36038","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-29","45288","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-14","25888","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-03","12478","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-10","44838","Inventory","Azure Utilities","Retail Giant A"
"2026-03-18","23199","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-12","19620","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-09","29936","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-21","1697","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-07","43070","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-31","38618","Rent","Global Office Ltd","SmallBiz Inc"
"2026-03-07","23028","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-12","26233","Rent","Global Office Ltd","Retail Giant A"
"2026-02-15","8746","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-17","37753","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-25","4788","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-23","10221","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-27","36967","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-03-24","28237","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-04","10987","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-02","30880","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-30","8445","Inventory","Prime Consulting","Retail Giant A"
"2026-01-24","29883","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","11983","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-16","8992","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-11","36299","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-21","16439","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-08","11954","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-19","40251","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-07","46203","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-24","22944","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-17","20054","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-05","32842","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-05","10349","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-24","47480","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-13","35346","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-11","47906","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-26","23902","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-03","15712","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-05","12516","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-02","24416","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-01","38160","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-03-10","40787","Inventory","Azure Utilities","Direct Consumer"
"2026-02-19","15480","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-24","49114","Inventory","Prime Consulting","Direct Consumer"
"2026-02-04","45309","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-14","26655","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-24","5484","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-10","41893","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-04","24373","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-12","49874","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-01-28","32322","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-11","24877","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-07","13752","Inventory","Prime Consulting","Direct Consumer"
"2026-03-16","11646","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-01-25","45140","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-27","3723","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-04","20223","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-13","40676","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-25","22534","Tax Provision","Azure Utilities","Retail Giant A"
"2026-01-01","21494","Rent","Azure Utilities","Public Sector Dept"
"2026-03-03","17162","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-14","47412","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-25","25424","Rent","Prime Consulting","Retail Giant A"
"2026-01-08","31812","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-05","24223","Rent","TechLogistics Corp","Retail Giant A"
"2026-03-02","4961","Rent","Prime Consulting","Direct Consumer"
"2026-03-06","49678","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-02-22","31945","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-08","25315","Rent","Prime Consulting","Retail Giant A"
"2026-03-28","17462","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-14","9034","Rent","Azure Utilities","Public Sector Dept"
"2026-01-14","38512","Tax Provision","Prime Consulting","Direct Consumer"
"2026-02-06","40711","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-01-25","46268","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-02","10604","Inventory","Azure Utilities","Direct Consumer"
"2026-02-03","12900","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-10","26493","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-13","42876","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-12","44705","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-01-22","16139","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-22","16424","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-03-15","1002","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-10","23392","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-15","21175","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-11","33044","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-07","25140","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-07","15663","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-29","5665","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-10","1683","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-03","28605","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-06","12599","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-26","43602","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-02-08","29645","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-16","38931","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-06","33920","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-24","1936","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-27","6673","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-28","45801","Inventory","Azure Utilities","Retail Giant A"
"2026-01-29","18350","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-30","2414","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-14","17748","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-27","42286","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-15","6960","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-06","34483","Tax Provision","Prime Consulting","SmallBiz Inc"
