Date,Amount,Category,Vendor,Customer
2026-02-18,6482.26,Inventory,Prime Consulting,Public Sector Dept
2026-01-16,9273.58,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-06,10083.55,Professional Fees,TechLogistics Corp,Direct Consumer
2026-01-06,11124.9,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-03,10033.69,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-16,8311.53,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-18,10925.75,Tax Provision,TechLogistics Corp,Retail Giant A
2026-01-03,12557.5,Inventory,Global Office Ltd,Direct Consumer
2026-03-04,6170.33,Inventory,Global Office Ltd,Retail Giant A
2026-02-23,7326.21,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-19,8637.14,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-23,10029.09,Inventory,Global Office Ltd,Direct Consumer
2026-01-29,10283.64,Rent,Global Office Ltd,Public Sector Dept
2026-02-05,6994.33,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-24,7956.55,Inventory,Global Office Ltd,Retail Giant A
2026-01-09,9902.09,Rent,TechLogistics Corp,Retail Giant A
2026-02-16,7835.85,Inventory,Azure Utilities,Retail Giant A
2026-02-09,8868.33,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-02-07,6748.09,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-16,7941.55,Professional Fees,Prime Consulting,Prime Consulting
2026-02-02,7695.51,Inventory,TechLogistics Corp,Public Sector Dept
2026-03-14,7694.93,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-15,9100.88,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-23,8648.23,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-26,13364.16,Rent,Azure Utilities,Direct Consumer
2026-03-10,7319.45,Rent,Prime Consulting,Direct Consumer
2026-03-22,6817.14,Inventory,Global Office Ltd,Direct Consumer
2026-02-01,6066.48,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-18,8669.7,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-26,7228.67,Inventory,Global Office Ltd,Direct Consumer
2026-01-27,8973.76,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-25,5448.44,Tax Provision,Azure Utilities,Retail Giant A
2026-03-28,7733.2,Rent,Prime Consulting,Retail Giant A
2026-02-08,5643.82,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-18,7192.56,Sales Revenue,Global Office Ltd,Direct Consumer
2026-01-02,6491.79,Inventory,Prime Consulting,SmallBiz Inc
2026-01-16,6106.34,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-29,7967.09,Professional Fees,Prime Consulting,SmallBiz Inc
2026-01-28,6308.71,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-02-24,3860.81,Rent,Azure Utilities,SmallBiz Inc
2026-03-13,6883.09,Sales Revenue,Prime Consulting,Direct Consumer
2026-01-04,8415.24,Inventory,TechLogistics Corp,SmallBiz Inc
2026-03-22,6658.86,Inventory,TechLogistics Corp,Retail Giant A
2026-03-04,7864.19,Inventory,Azure Utilities,Public Sector Dept
2026-03-11,7749.27,Inventory,Prime Consulting,Public Sector Dept
2026-01-17,9985.13,Inventory,Azure Utilities,Public Sector Dept
2026-03-13,9148.04,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-18,9919.77,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-25,5291.2,Sales Revenue,Azure Utilities,Retail Giant A
2026-03-10,8490.38,Professional Fees,Azure Utilities,Direct Consumer
2026-02-17,10657.09,Inventory,TechLogistics Corp,TechLogistics Corp
2026-03-14,8270.61,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-08,11140.08,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-01-28,7187.28,Tax Provision,Azure Utilities,Retail Giant A
2026-01-06,12092.03,Rent,Global Office Ltd,Public Sector Dept
2026-01-05,5591.61,Rent,Azure Utilities,Retail Giant A
2026-02-19,7974.59,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-02,7557.47,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-06,8817.6,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-07,9744.08,Sales Revenue,Azure Utilities,Public Sector Dept
2026-02-24,9656.13,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-14,6735.33,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-17,9609.64,Inventory,Prime Consulting,Public Sector Dept
2026-02-24,5954.77,Professional Fees,Azure Utilities,Direct Consumer
2026-03-21,8879.37,Rent,Azure Utilities,SmallBiz Inc
2026-01-17,7328.08,Tax Provision,Prime Consulting,Direct Consumer
2026-02-07,8349.56,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-26,3727.18,Sales Revenue,Azure Utilities,Public Sector Dept
2026-02-15,-9502.15,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-18,8577.25,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-11,8688.8,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-17,6838.47,Sales Revenue,Prime Consulting,Retail Giant A
2026-02-27,8480.03,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-01,8862.3,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-29,7999.42,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-12,8865.99,Tax Provision,TechLogistics Corp,Direct Consumer
2026-03-19,7784.75,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-14,6380.39,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-04,8830.67,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-21,9411.74,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-12,7217.82,Professional Fees,Azure Utilities,Direct Consumer
2026-03-18,5976.51,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-03,7152.59,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-19,10242.47,Professional Fees,Azure Utilities,Direct Consumer
2026-03-02,8269.92,Sales Revenue,Global Office Ltd,Direct Consumer
2026-01-02,10980.77,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-05,7146.06,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-18,7741.52,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-05,5948.59,Inventory,Prime Consulting,Public Sector Dept
2026-01-29,9988.79,Rent,TechLogistics Corp,Public Sector Dept
2026-01-17,7289.82,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-17,5988.36,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-06,8475.32,Rent,TechLogistics Corp,SmallBiz Inc
2026-01-29,9425.72,Rent,TechLogistics Corp,Direct Consumer
2026-03-16,8466.54,Rent,Azure Utilities,Public Sector Dept
2026-02-04,9662.68,Professional Fees,Prime Consulting,Retail Giant A
2026-01-27,8237.0,Inventory,Global Office Ltd,Retail Giant A
2026-01-16,10595.08,Rent,TechLogistics Corp,Public Sector Dept
2026-03-06,8038.37,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-11,6262.76,Inventory,TechLogistics Corp,SmallBiz Inc
2026-03-19,12779.65,Sales Revenue,Prime Consulting,Direct Consumer
2026-02-18,9481.7,Rent,Azure Utilities,Direct Consumer
2026-03-04,6572.68,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-02-13,11215.23,Inventory,Azure Utilities,Retail Giant A
2026-03-18,9051.73,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-27,9803.73,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-07,9520.43,Tax Provision,Azure Utilities,Direct Consumer
2026-01-15,6603.62,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-08,10786.67,Professional Fees,Prime Consulting,Retail Giant A
2026-03-26,8787.21,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-31,9989.84,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-12,12130.0,Rent,Prime Consulting,Retail Giant A
2026-02-12,5288.27,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-24,6516.53,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-01-22,9402.3,Rent,Global Office Ltd,Direct Consumer
2026-01-04,9958.55,Professional Fees,Prime Consulting,Retail Giant A
2026-02-06,9644.29,Rent,Global Office Ltd,SmallBiz Inc
2026-02-08,8285.35,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-24,8817.09,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-07,9611.7,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-26,7324.64,Rent,Prime Consulting,Retail Giant A
2026-02-20,10498.82,Rent,Azure Utilities,Public Sector Dept
2026-01-14,8487.08,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-08,3501.03,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-19,5411.73,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-12,6274.9,Professional Fees,Prime Consulting,Direct Consumer
2026-01-10,9104.34,Professional Fees,Prime Consulting,Retail Giant A
2026-02-21,9787.22,Rent,TechLogistics Corp,SmallBiz Inc
2026-01-11,6478.68,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-11,5326.43,Professional Fees,Azure Utilities,Direct Consumer
2026-01-08,7876.92,Inventory,Global Office Ltd,Retail Giant A
2026-02-27,6978.7,Inventory,Global Office Ltd,Direct Consumer
2026-03-18,6454.22,Tax Provision,Azure Utilities,Retail Giant A
2026-03-08,9180.37,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-16,7455.23,Professional Fees,Azure Utilities,Retail Giant A
2026-01-16,4321.28,Tax Provision,Azure Utilities,Direct Consumer
2026-02-21,9010.18,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-09,8329.1,Inventory,Azure Utilities,Direct Consumer
2026-01-14,8635.86,Inventory,Global Office Ltd,Retail Giant A
2026-03-23,6794.32,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-02-22,6961.7,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-08,10154.47,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-06,5797.58,Rent,Azure Utilities,Direct Consumer
2026-02-20,4244.35,Inventory,TechLogistics Corp,Retail Giant A
2026-02-26,10325.43,Sales Revenue,Global Office Ltd,Retail Giant A
2026-01-20,6556.0,Rent,Azure Utilities,Retail Giant A
2026-03-05,7369.36,Inventory,Azure Utilities,Retail Giant A
2026-03-15,6091.41,Tax Provision,Prime Consulting,SmallBiz Inc
2026-01-29,10066.59,Rent,Global Office Ltd,Direct Consumer
2026-02-20,7479.91,Professional Fees,Prime Consulting,Direct Consumer
2026-03-18,6719.09,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-04,9328.97,Rent,Global Office Ltd,Direct Consumer
2026-01-13,9938.72,Rent,Global Office Ltd,Direct Consumer
2026-02-20,5746.8,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-02,10314.97,Rent,Prime Consulting,Public Sector Dept
2026-01-26,7370.26,Inventory,Global Office Ltd,Retail Giant A
2026-03-05,10477.05,Rent,Prime Consulting,Direct Consumer
2026-01-25,9815.2,Inventory,Global Office Ltd,Public Sector Dept
2026-02-21,5646.93,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-25,6692.25,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-02-19,-7006.09,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-15,7636.55,Rent,Azure Utilities,Direct Consumer
2026-01-06,8753.66,Rent,Prime Consulting,Direct Consumer
2026-03-04,6347.96,Inventory,Azure Utilities,Public Sector Dept
2026-02-11,9216.27,Inventory,Prime Consulting,Retail Giant A
2026-01-24,10304.95,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-16,10358.8,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-15,7487.52,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-21,6176.75,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-03-16,8956.15,Rent,Azure Utilities,SmallBiz Inc
2026-02-20,8474.33,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-21,7961.6,Rent,Global Office Ltd,SmallBiz Inc
2026-02-20,10329.73,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-10,8774.97,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-02-11,10137.64,Rent,Global Office Ltd,Retail Giant A
2026-03-28,7765.37,Inventory,Prime Consulting,SmallBiz Inc
2026-02-23,4686.0,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-29,4886.02,Inventory,Prime Consulting,SmallBiz Inc
2026-03-14,9875.31,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-21,7943.4,Inventory,Global Office Ltd,Retail Giant A
2026-03-21,5676.66,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-08,5344.18,Rent,Global Office Ltd,Public Sector Dept
2026-01-05,6022.03,Rent,Prime Consulting,SmallBiz Inc
2026-03-10,6257.5,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-15,5405.64,Rent,Prime Consulting,SmallBiz Inc
2026-03-28,6950.64,Tax Provision,Azure Utilities,Retail Giant A
2026-01-28,7061.04,Rent,Global Office Ltd,Public Sector Dept
2026-01-18,9908.11,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-14,8531.67,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-05,6230.04,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-23,6240.42,Rent,Global Office Ltd,Direct Consumer
2026-03-17,9195.28,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-04,10363.95,Inventory,TechLogistics Corp,Retail Giant A
2026-01-16,7716.53,Inventory,Azure Utilities,SmallBiz Inc
2026-02-02,6990.65,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-26,9199.64,Rent,Azure Utilities,Public Sector Dept
2026-02-25,11603.37,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-23,7045.83,Inventory,Prime Consulting,Public Sector Dept
2026-01-01,7929.76,Inventory,TechLogistics Corp,Direct Consumer
2026-02-16,11810.27,Inventory,Prime Consulting,Public Sector Dept
2026-02-10,8198.72,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-03-09,10507.14,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-22,6907.52,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-10,7331.75,Professional Fees,TechLogistics Corp,Direct Consumer
2026-03-20,8589.29,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-24,8433.46,Rent,Prime Consulting,Retail Giant A
2026-01-23,4652.4,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-18,8862.99,Tax Provision,Azure Utilities,Public Sector Dept
2026-01-24,7114.23,Rent,TechLogistics Corp,Public Sector Dept
2026-03-20,6504.16,Tax Provision,Azure Utilities,Direct Consumer
2026-01-09,8819.81,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-24,7790.66,Professional Fees,Prime Consulting,Retail Giant A
2026-03-26,6197.63,Inventory,Azure Utilities,Direct Consumer
2026-03-15,7622.48,Sales Revenue,Prime Consulting,Retail Giant A
2026-01-25,11448.13,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-04,9706.84,Rent,Prime Consulting,Retail Giant A
2026-02-09,9335.56,Inventory,Azure Utilities,Public Sector Dept
2026-01-18,7585.86,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-11,4754.23,Tax Provision,TechLogistics Corp,Retail Giant A
2026-03-12,4865.23,Rent,Global Office Ltd,SmallBiz Inc
2026-03-07,9044.42,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-04,10131.48,Rent,TechLogistics Corp,Retail Giant A
2026-01-23,6922.39,Sales Revenue,Azure Utilities,Public Sector Dept
2026-03-28,5657.68,Professional Fees,Azure Utilities,Direct Consumer
2026-01-27,8329.5,Tax Provision,TechLogistics Corp,Retail Giant A
2026-03-30,7894.93,Tax Provision,Azure Utilities,Direct Consumer
2026-03-18,7512.55,Rent,Azure Utilities,Public Sector Dept
2026-03-29,9416.2,Inventory,TechLogistics Corp,Direct Consumer
2026-03-20,7831.53,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-24,9998.62,Sales Revenue,Prime Consulting,Direct Consumer
2026-02-19,6953.56,Rent,TechLogistics Corp,Public Sector Dept
2026-02-26,9956.65,Rent,Prime Consulting,Direct Consumer
2026-03-16,7184.88,Rent,Azure Utilities,Retail Giant A
2026-02-19,9449.28,Rent,Prime Consulting,SmallBiz Inc
2026-03-05,7207.69,Rent,Azure Utilities,Direct Consumer
2026-03-08,8960.19,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-02-27,9079.65,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-24,7643.75,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-11,3563.5,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-07,6993.61,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-12,6438.96,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-19,8227.27,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-16,6754.23,Inventory,TechLogistics Corp,Direct Consumer
2026-03-02,6738.75,Inventory,TechLogistics Corp,Public Sector Dept
2026-03-25,7966.78,Inventory,Azure Utilities,Direct Consumer
2026-03-10,7465.42,Inventory,Azure Utilities,Retail Giant A
2026-03-07,5511.59,Professional Fees,Prime Consulting,Direct Consumer
2026-02-16,9237.83,Rent,Azure Utilities,Direct Consumer
2026-01-24,9742.94,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-12,8113.39,Rent,Global Office Ltd,SmallBiz Inc
2026-02-24,6039.84,Tax Provision,Prime Consulting,SmallBiz Inc
2026-01-11,11658.0,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-12,4110.75,Inventory,Prime Consulting,Retail Giant A
2026-03-10,6134.18,Rent,Global Office Ltd,Retail Giant A
2026-03-19,5405.02,Sales Revenue,Prime Consulting,Retail Giant A
2026-02-16,6266.11,Rent,TechLogistics Corp,Direct Consumer
2026-02-13,7180.78,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-25,10388.39,Inventory,Prime Consulting,Direct Consumer
2026-02-12,7983.54,Rent,Global Office Ltd,SmallBiz Inc
2026-01-11,13415.77,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-10,8002.01,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-03-08,10742.45,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-15,10435.51,Rent,Prime Consulting,Retail Giant A
2026-01-28,5774.53,Rent,Azure Utilities,SmallBiz Inc
2026-02-17,11124.14,Inventory,Global Office Ltd,Global Office Ltd
2026-01-23,7048.63,Rent,Azure Utilities,Direct Consumer
2026-03-02,8915.08,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-02,11557.83,Inventory,Prime Consulting,Direct Consumer
2026-03-13,12924.24,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-01-10,8094.08,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-21,10248.99,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-01,8286.02,Rent,Global Office Ltd,Retail Giant A
2026-03-15,7365.38,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-22,7501.23,Rent,Global Office Ltd,Retail Giant A
2026-02-20,10911.85,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-18,9134.42,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-02,9336.02,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-25,8789.86,Rent,Prime Consulting,Retail Giant A
2026-02-11,8222.53,Tax Provision,Prime Consulting,Public Sector Dept
2026-01-12,9760.32,Professional Fees,Prime Consulting,Direct Consumer
2026-03-14,9894.97,Professional Fees,Prime Consulting,Retail Giant A
2026-01-25,6951.71,Rent,Global Office Ltd,Retail Giant A
2026-03-23,6601.97,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-13,7294.87,Inventory,Prime Consulting,Retail Giant A
2026-02-17,9502.64,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-12,6543.45,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-09,5932.34,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-20,5942.26,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-07,7452.36,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-19,7706.74,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-14,9417.31,Rent,Azure Utilities,Direct Consumer
2026-03-09,8236.23,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-10,10612.88,Professional Fees,Global Office Ltd,Public Sector Dept
2026-02-22,5379.37,Rent,Global Office Ltd,Public Sector Dept
2026-03-20,4808.76,Inventory,Global Office Ltd,Direct Consumer
2026-03-26,9520.85,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-26,5157.68,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-27,5571.22,Inventory,Azure Utilities,Direct Consumer
2026-03-22,10812.72,Rent,Prime Consulting,SmallBiz Inc
2026-02-13,7209.17,Rent,Prime Consulting,Public Sector Dept
2026-02-17,6137.59,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-16,4169.47,Inventory,Prime Consulting,Public Sector Dept
2026-03-20,10195.3,Rent,Global Office Ltd,Direct Consumer
2026-01-17,10303.48,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-31,9601.94,Rent,Prime Consulting,Public Sector Dept
2026-01-20,4166.24,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-28,8087.9,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-26,6741.33,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-17,8300.21,Inventory,Prime Consulting,SmallBiz Inc
2026-01-19,7251.09,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-19,6495.61,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-02-16,11852.45,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-21,7118.94,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-22,4964.1,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-31,8590.93,Sales Revenue,Global Office Ltd,Direct Consumer
2026-02-16,6057.62,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-28,10401.12,Inventory,Prime Consulting,Retail Giant A
2026-02-26,5910.18,Rent,Global Office Ltd,Public Sector Dept
2026-03-15,5784.59,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-22,7834.9,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-06,5608.47,Tax Provision,Azure Utilities,Retail Giant A
2026-01-25,8237.83,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-01-26,7275.7,Rent,TechLogistics Corp,TechLogistics Corp
2026-02-12,3285.58,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-05,7869.53,Inventory,Prime Consulting,Retail Giant A
2026-01-09,6990.99,Professional Fees,Azure Utilities,Retail Giant A
2026-02-19,8034.0,Inventory,Global Office Ltd,Retail Giant A
2026-03-05,9462.11,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-13,7910.69,Tax Provision,Prime Consulting,Direct Consumer
2026-01-11,5402.15,Inventory,Azure Utilities,SmallBiz Inc
2026-02-11,9539.88,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-13,10505.39,Inventory,Azure Utilities,Public Sector Dept
2026-03-22,5914.42,Inventory,Global Office Ltd,Public Sector Dept
2026-01-19,8734.73,Rent,TechLogistics Corp,Direct Consumer
2026-03-06,5605.72,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-21,8116.54,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-22,4306.65,Inventory,Prime Consulting,Retail Giant A
2026-03-22,9390.47,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-01,6398.61,Rent,Global Office Ltd,Retail Giant A
2026-02-18,12076.5,Professional Fees,Azure Utilities,Azure Utilities
2026-03-31,9501.81,Rent,TechLogistics Corp,Retail Giant A
2026-03-12,7970.89,Rent,TechLogistics Corp,Public Sector Dept
2026-02-13,9092.66,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-02-22,5293.27,Rent,Azure Utilities,Direct Consumer
2026-03-08,9937.07,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-12,7292.91,Sales Revenue,Global Office Ltd,Direct Consumer
2026-03-15,7863.15,Rent,Global Office Ltd,Direct Consumer
2026-01-12,5808.88,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-23,8701.87,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-23,7611.74,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-17,8544.54,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-22,4727.15,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-28,6219.74,Rent,Azure Utilities,Retail Giant A
2026-01-09,7970.89,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-24,10164.42,Inventory,Prime Consulting,Direct Consumer
2026-03-07,7466.31,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-10,7300.22,Rent,TechLogistics Corp,Public Sector Dept
2026-01-03,10867.41,Professional Fees,Prime Consulting,Direct Consumer
2026-02-01,4493.76,Rent,Azure Utilities,Public Sector Dept
2026-02-23,6096.98,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-23,11254.85,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-30,6157.23,Tax Provision,Azure Utilities,Retail Giant A
2026-02-15,11721.46,Inventory,Prime Consulting,SmallBiz Inc
2026-02-12,9620.75,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-15,6791.14,Inventory,Azure Utilities,Retail Giant A
2026-01-01,9367.6,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-17,3659.96,Professional Fees,TechLogistics Corp,Direct Consumer
2026-01-14,7956.04,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-27,3654.44,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-01-02,10411.06,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-03-23,6922.2,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-07,7313.5,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-06,9113.5,Professional Fees,Azure Utilities,Retail Giant A
2026-02-17,10677.59,Tax Provision,Azure Utilities,SmallBiz Inc
2026-01-29,7453.14,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-06,7686.23,Rent,Global Office Ltd,Retail Giant A
2026-01-10,7612.94,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-23,7295.16,Rent,Prime Consulting,SmallBiz Inc
2026-03-10,7169.07,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-02-28,6176.42,Professional Fees,Azure Utilities,Retail Giant A
2026-01-27,5120.91,Inventory,Global Office Ltd,Direct Consumer
2026-03-05,8595.59,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-14,6100.63,Rent,Prime Consulting,Direct Consumer
2026-03-19,10096.77,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-19,7573.21,Rent,Global Office Ltd,Direct Consumer
2026-03-24,11023.04,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-31,11174.92,Sales Revenue,Azure Utilities,Retail Giant A
2026-02-18,8404.62,Tax Provision,Azure Utilities,Retail Giant A
2026-03-24,3769.34,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-25,3564.37,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-04,9013.49,Inventory,Azure Utilities,Direct Consumer
2026-02-18,8062.7,Rent,Prime Consulting,SmallBiz Inc
